,name,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,ttm
11,		Inventory,"26,665,902","30,826,700","27,558,003","22,009,483","24,988,472","30,261,260","32,423,158","30,024,019","21,833,051","15,445,543","9,895,473","7,022,053","6,680,448","3,254,756","1,189,254","725,538","871,316","614,938","585,090",
12,		PrepaidAssets,"1,926,336","2,569,046","2,428,221","2,915,878","2,613,716","2,869,018","4,505,300","2,913,514","3,476,559","3,720,607","4,046,408","2,085,643","1,088,468","574,853","1,075,697","488,246","448,722","278,892","323,077",
13,		AssetsHeldForSaleCurrent,"4,405,516",,,,,,,0,"9,436,462",,,,,,,,,,,
14,		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"759,000",,
15,	TotalNonCurrentAssets,"114,384,359","139,633,458","125,936,960","149,199,705","167,038,578","201,597,252","232,703,570","214,115,295","158,256,752","129,448,581","104,203,847","71,681,921","72,447,315","48,570,499","44,084,485","38,971,833","32,727,693","21,935,921","24,289,028",
16,		NetPPE,"97,889,908","111,241,964","94,165,000","98,570,000","121,172,000","166,114,000","190,892,000","165,772,000","144,370,000","120,452,022","93,038,754","62,805,570","63,570,964","39,694,148","35,208,134","29,807,982","22,163,871","16,894,690","16,600,297",
17,			GrossPPE,"344,988,908","357,095,964","334,003,000","306,149,000","307,848,000","316,553,000","296,995,000","254,942,000","214,189,000","172,943,022","135,966,018","102,387,512","96,442,008","64,516,672","56,814,140","45,864,744","22,163,871","16,894,690","16,600,297",
18,				Properties,,,0,0,0,0,0,0,0,0,0,"365,938",,,,,,,,
19,				LandAndImprovements,,,"178,000","164,000","175,000","181,000","152,000","139,000","130,000","133,000","129,580",,,,,,,,,
20,				BuildingsAndImprovements,,,"3,413,000","3,138,000","3,359,000","3,463,000","2,660,000","2,417,000","1,079,000","1,092,000","1,012,007",,,,,,,,,
21,				MachineryFurnitureEquipment,"36,176,000","38,201,000","37,080,000","35,483,000","36,018,000","34,881,000","30,940,000","21,077,000","13,902,000","168,645,000","132,860,406","100,762,544","96,442,008","64,516,672","56,814,140","45,864,744",,,,
22,				OtherProperties,"305,029,908","315,103,964","289,541,000","263,573,000","264,505,000","274,249,000","259,559,000","227,606,000","195,534,000","3,073,022","1,964,025","1,259,030","96,442,008",,,,,,,
23,				ConstructionInProgress,"3,783,000","3,791,000","3,791,000","3,791,000","3,791,000","3,779,000","3,684,000","3,703,000","3,544,000",,,,,,,,,,,
24,			AccumulatedDepreciation,"-247,099,000","-245,854,000","-239,838,000","-207,579,000","-186,676,000","-150,439,000","-106,103,000","-89,170,000","-69,819,000","-52,491,000","-42,927,264","-39,581,942","-32,871,044","-24,822,524","-21,606,006","-16,056,762",,,,
25,		GoodwillAndOtherIntangibleAssets,"16,205,000","27,778,351","31,178,351","35,801,351","35,178,351","33,901,351","41,811,756","48,343,756","8,876,351","8,996,559","9,156,837","8,876,351","8,876,351","8,876,351","8,876,351","8,913,851","9,176,351","3,744,731","3,744,731",
26,			Goodwill,0,"8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","16,229,756","31,229,756","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351","8,876,351",,"8,876,351","3,744,731","3,744,731",
27,			OtherIntangibleAssets,"16,205,000","18,902,000","22,302,000","26,925,000","26,302,000","25,025,000","25,582,000","17,114,000",,"120,208","280,486",,,,,"8,913,851","300,000",,,
28,		InvestmentsAndAdvances,,,,,,,,0,"5,010,292",,,,,,,,,,,
29,			LongTermEquityInvestment,,,,,,,,0,"5,010,292",,,,,,,,,,,
30,				InvestmentsinSubsidiariesatCost,,,,,,,,0,"5,010,292",,,,,,,,,,,
31,		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,0,"1,296,500","3,944,000",
32,		NonCurrentDeferredAssets,"289,542","613,355","594,049","14,828,714","10,687,684","1,581,847",,,,0,"2,008,256",,,,,,,,,
33,			NonCurrentDeferredTaxesAssets,"289,542","613,355","594,049","14,828,714","10,687,684","1,581,847",,,,0,"2,008,256",,,,,,,,,
34,		OtherNonCurrentAssets,-91,-212,-440,-360,543,54,-186,-461,109,,,,,,,"250,000","1,387,471",,,
35,TotalLiabilitiesNetMinorityInterest,"84,508,096","128,309,298","95,766,603","64,698,586","70,106,898","92,488,676","194,961,554","151,900,249","149,427,994","106,333,426","74,940,151","23,332,525","43,736,237","25,492,872","19,560,008","15,043,935","13,127,467","14,425,371","14,609,198",
36,	CurrentLiabilities,"43,169,751","69,226,511","77,926,990","47,250,247","37,226,177","30,788,673","81,244,551","69,681,537","60,786,136","45,884,427","38,940,151","22,089,420","34,886,839","20,981,872","14,773,008","11,443,524","7,613,267","7,044,371","7,405,198",
37,		PayablesAndAccruedExpenses,"38,828,129","55,065,043","64,578,428","41,629,783","31,194,630","30,788,673","75,502,464","69,465,840","39,888,425","45,884,427","38,940,151","17,848,362","34,886,839","16,631,330","12,130,147","8,705,496","5,289,273","5,844,371","6,102,852",
38,			Payables,"38,828,129","55,065,043","64,578,428","41,629,783","31,194,630","30,788,673","75,502,464","69,465,840","39,888,425","45,884,427","38,940,151","17,848,362","34,886,839","16,631,330","12,130,147","8,705,496","5,289,273","5,844,371","6,102,852",
39,				AccountsPayable,"37,562,481","54,892,277","64,578,428","41,629,783","31,194,630","30,373,003","72,203,463","64,815,732","38,165,118","44,538,854","37,886,506",,"34,886,839","16,631,330","12,130,147","8,705,496",,"5,844,371","6,000,506",
40,				TotalTaxPayable,0,"172,766",,,,,"832,352","2,410,198","97,020","280,981",,,0,,,,,0,"102,346",
41,					IncomeTaxPayable,,,,,,,,,,,,,,,,,,0,"102,346",
42,				DividendsPayable,"1,265,648",,,,0,"415,670","2,466,649","2,239,910","1,626,287","1,064,592","1,053,645",,,,,,,,,
43,		CurrentDebtAndCapitalLeaseObligation,"3,398,559","14,161,468","13,348,562","5,620,464","6,031,547",,"5,742,087","215,697","20,897,711",,,"4,241,058",,"2,827,355",,"1,500,000","1,500,000","1,200,000","1,200,000",
44,			CurrentDebt,,"11,395,835","13,348,562","5,620,464","6,031,547",,"5,503,176",,"20,897,711",,,"4,241,058",,"2,827,355",,"1,500,000","1,500,000","1,200,000","1,200,000",
45,				OtherCurrentBorrowings,,"11,395,835","13,348,562","5,620,464","6,031,547",,"5,503,176",,"20,897,711",,,,,,,,,,,
46,			CurrentCapitalLeaseObligation,"3,398,559","2,765,633",,,,,"238,911","215,697",,,,,,,,,,,,
47,		OtherCurrentLiabilities,"943,063",,,,,,,,,,,,,"1,523,187","2,642,861","1,238,028","823,994",,"102,346",
48,	TotalNonCurrentLiabilitiesNetMinorityInterest,"41,338,345","59,082,787","17,839,613","17,448,339","32,880,721","61,700,003","113,717,003","82,218,712","88,641,858","60,448,999","36,000,000","1,243,105","8,849,398","4,511,000","4,787,000","3,600,411","5,514,200","7,381,000","7,204,000",
49,		LongTermProvisions,,,"1,832,000","2,015,000","2,300,000",,,,,,,,,,,,,,,
50,		LongTermDebtAndCapitalLeaseObligation,"35,698,084","53,650,260","11,821,000","14,000,000","29,014,050","60,000,000","104,280,800","70,418,335","80,000,000","56,000,000","36,000,000",,"5,000,000","1,775,000","1,775,000","1,775,000","3,275,000","3,500,000","4,700,000",
51,			LongTermDebt,,"13,896,400","11,821,000","14,000,000","29,014,050","60,000,000","104,280,800","70,208,400","80,000,000","56,000,000","36,000,000",,"5,000,000","1,775,000","1,775,000","1,775,000","3,275,000","3,500,000","4,700,000",
52,			LongTermCapitalLeaseObligation,"35,698,084","39,753,860",,,,,0,"209,935",,,,,,,,,,,,
53,		NonCurrentDeferredLiabilities,"5,640,261","5,432,527","4,186,613","1,433,339","1,566,671","1,700,003","9,436,203","11,800,377","8,641,858","4,448,999",0,"1,243,105","3,849,398","2,736,000","3,012,000","1,825,411","2,239,200","3,881,000","2,504,000",
54,			NonCurrentDeferredTaxesLiabilities,"5,640,261","5,432,527","2,886,606",,,,"7,602,868","9,833,710","8,641,858","4,448,999",0,"1,243,105","3,849,398","2,736,000","3,012,000","1,825,411","2,239,200","3,881,000","2,504,000",
55,			NonCurrentDeferredRevenue,,0,"1,300,007","1,433,339","1,566,671","1,700,003","1,833,335","1,966,667",,,,,,,,,,,,
56,TotalEquityGrossMinorityInterest,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","113,867,509","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805",
57,	StockholdersEquity,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","114,068,781","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805",
58,		CapitalStock,"247,543,263","251,815,183","265,760,391","266,838,036","237,539,242","213,604,045","178,650,340","165,451,599","99,101,118",0,0,"82,433,639",0,0,0,0,"32,386,415","20,624,493","22,542,206",
59,			CommonStock,"247,543,263","251,815,183","265,760,391","266,838,036","237,539,242","213,604,045","178,650,340","165,451,599","99,101,118",0,0,"82,433,639",0,0,0,0,"32,386,415","20,624,493","22,542,206",
60,		AdditionalPaidInCapital,"10,131,786","10,854,650","10,631,982","9,315,926","6,817,458","5,390,124","4,513,265","6,361,710","7,860,658","103,411,010","94,558,485","3,872,850","70,144,726","47,916,110","45,551,858","43,377,923","654,900","519,416","340,268",
61,		RetainedEarnings,"-136,939,398","-127,902,593","-125,385,208","-106,438,399","-82,910,425","-36,393,629","16,861,918","24,284,690","9,764,748","11,461,288","12,695,702","8,605,559","18,901,636","15,741,760","14,972,076","11,001,798","13,297,556","8,024,293","4,611,331",
62,		GainsLossesNotAffectingRetainedEarnings,"11,296,987","14,176,847","17,406,514","11,822,389","16,941,171","18,337,213","-64,479","2,379,019","-1,631,841","-803,517","-4,810,708","-3,459,990","1,151,910","-3,798,131","-1,615,893","-791,707","-1,624,827","-1,104,302",0,
63,			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,"-1,615,893","-1,863,172",,,,
64,			OtherEquityAdjustments,,,,,,,,,,,,,,,,"1,071,465",,,,
65,		OtherEquityInterest,,,,,,,,,,,,,,,,,"-5,287,559",,,
66,	MinorityInterest,,,,,,,,,0,"-201,272",,,,,,,,,,
67,TotalCapitalization,"132,032,638","162,840,487","180,234,679","195,537,952","207,401,496","260,937,753","304,241,844","268,685,418","195,094,683","170,068,781","138,443,479","91,452,058","95,198,272","61,634,739","60,683,041","55,363,014","42,701,485","31,563,900","32,193,805",
68,CommonStockEquity,"132,032,638","148,944,087","168,413,679","181,537,952","178,387,446","200,937,753","199,961,044","198,477,018","115,094,683","114,068,781","102,443,479","91,452,058","90,198,272","59,859,739","58,908,041","53,588,014","39,426,485","28,063,900","27,493,805",
69,CapitalLeaseObligations,"39,096,643","42,519,493",,,,,"238,911","425,632",,,,,,,,,,,,
70,NetTangibleAssets,"115,827,638","121,165,736","137,235,328","145,736,601","143,209,095","167,036,402","158,149,288","150,133,262","106,218,332","105,072,222","93,286,642","82,575,707","81,321,921","50,983,388","50,031,690","44,674,163","30,250,134","24,319,169","23,749,074",
71,WorkingCapital,"58,986,624","68,393,416","60,316,332","49,786,586","44,229,589","61,040,504","80,974,477","66,580,435","45,479,789","44,867,927","34,239,632","21,013,242","26,600,355","15,800,240","19,610,556","18,216,592","12,212,992","13,508,979","10,408,777",
72,InvestedCapital,"132,032,638","174,236,322","193,583,241","201,158,416","213,433,043","260,937,753","309,745,020","268,685,418","215,992,394","170,068,781","138,443,479","95,693,116","95,198,272","64,462,094","60,683,041","56,863,014","44,201,485","32,763,900","33,393,805",
73,TangibleBookValue,"115,827,638","121,165,736","137,235,328","145,736,601","143,209,095","167,036,402","158,149,288","150,133,262","106,218,332","105,072,222","93,286,642","82,575,707","81,321,921","50,983,388","50,031,690","44,674,163","30,250,134","24,319,169","23,749,074",
74,TotalDebt,"39,096,643","67,811,728","25,169,562","19,620,464","35,045,597","60,000,000","110,022,887","70,634,032","100,897,711","56,000,000","36,000,000","4,241,058","5,000,000","4,602,355","1,775,000","3,275,000","4,775,000","4,700,000","5,900,000",
75,NetDebt,,"14,709,939","21,526,144","15,497,925","28,038,304","50,992,192","106,765,531","64,544,520","96,567,742","47,623,656","27,374,468","1,752,088",,"1,593,558","11,809",,,,,
76,ShareIssued,"50,625,920","53,246,420","57,963,720","58,397,887","50,810,721","41,567,023","35,237,839","34,218,974","28,241,371","28,091,062","27,539,373","26,505,110","24,337,524","22,434,044","22,274,773","22,274,773","16,908,649","16,908,649","16,908,649",
77,OrdinarySharesNumber,"50,625,920","53,246,420","57,963,720","58,397,887","50,810,721","41,567,023","35,237,839","34,218,974","28,241,371","28,091,062","27,539,373","26,505,110","24,337,524","22,434,044","22,274,773","22,274,773","16,908,649","16,908,649","16,908,649",
0,TotalRevenue,"233,734,479","362,056,761","317,135,411","241,000,892","148,400,609","286,780,151","521,466,624","380,663,302","301,719,813","260,063,371","197,276,938","114,692,180","164,344,928","115,547,848","99,346,209","69,482,615","43,846,449","35,342,521","15,088,963","203,379,428"
1,	OperatingRevenue,"233,734,479","362,056,761","317,135,411","241,000,892","148,400,609","286,780,151","521,466,624","380,663,302","301,719,813","260,063,371","197,276,938","114,692,180","164,344,928","115,547,848","99,346,209","69,482,615","43,846,449","35,342,521","15,088,963","203,379,428"
2,CostOfRevenue,"201,697,504","309,608,296","276,249,509","235,687,393","172,495,460","275,631,998","414,570,044","307,680,358","238,167,915","201,250,946","146,268,820","81,796,156","108,614,714","73,213,428","59,873,380","41,335,972","27,400,521","21,989,102","9,852,405","176,335,589"
3,GrossProfit,"32,036,975","52,448,465","40,885,902","5,313,499","-24,094,851","11,148,153","106,896,580","72,982,944","63,551,898","58,812,425","51,008,118","32,896,024","55,730,214","42,334,420","39,472,829","28,146,643","16,445,928","13,353,419","5,236,558","27,043,839"
4,OperatingExpense,"30,328,845","50,012,659","44,835,159","35,402,345","33,997,934","39,788,264","60,146,889","45,696,212","36,467,401","33,741,602","36,518,421","25,051,742","28,911,981","23,014,232","16,198,121","12,004,075","9,480,661","8,240,213","4,608,199","32,097,108"
5,	SellingGeneralAndAdministration,"26,855,472","45,756,152","41,471,955","32,460,524","31,627,880","37,282,867","56,981,813","43,632,454","34,466,938","31,618,058","24,398,916","16,876,135","19,751,641","15,849,117","10,007,796","7,484,971","6,017,126","5,625,091","3,219,967","29,336,051"
6,		GeneralAndAdministrativeExpense,,,,,,,,,,,"24,398,916","16,876,135","19,751,641",,,,,,,
7,			SalariesAndWages,,,,,,,,,,,"1,427,163","1,270,270","1,407,485",,,,,,,
8,			OtherGandA,,,,,,,,,,,"22,971,753","15,605,865","18,344,156",,,,,,,
9,	ResearchAndDevelopment,"1,943,713","3,868,779","3,353,746","2,463,114","2,000,895","2,287,739","1,994,744","2,004,384","1,985,404","2,123,544",,,,,,,,,,"1,231,397"
10,	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,"12,119,505","11,110,237","9,160,340","7,165,115","6,190,325","5,089,049","4,007,341","2,666,595","1,727,140",
11,		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,"12,119,505","11,110,237","9,160,340","7,165,115","6,190,325","5,089,049","4,007,341","2,666,595","1,727,140",
12,	ProvisionForDoubtfulAccounts,"1,529,660","387,728","9,458","478,707","369,159","217,658","1,170,332","59,374","15,059",,,,,,,,,,,
13,	OtherOperatingExpenses,,,,,,"6,533,426",,,,,,"-2,934,630",,,,"-569,945","-543,806","-51,473","-338,908",
14,OperatingIncome,"1,708,130","2,435,806","-3,949,257","-30,088,846","-58,092,785","-28,640,111","46,749,691","27,286,732","27,084,497","25,070,823","14,489,697","7,844,282","26,818,233","19,320,188","23,274,708","16,142,568","6,965,267","5,113,206","628,359","-5,053,269"
15,NetNonOperatingInterestIncomeExpense,"-3,108,845","-3,935,073","-1,208,344","-2,010,678","-1,952,106","-3,471,589","-4,232,462","-4,789,168","-3,232,978","-2,096,702","-712,831","-215,652","-15,467",,,,,,,"-2,940,816"
16,	InterestIncomeNonOperating,,,,,,,,,,,,0,"47,074",,,,,,,
17,	InterestExpenseNonOperating,"3,108,845","3,935,073","1,208,344","2,010,678","1,952,106","3,471,589","4,232,462","4,789,168","3,232,978","2,096,702","712,831","215,652","62,541",,,,,,,"2,940,816"
18,OtherIncomeExpense,"-6,953,793","3,050,389","3,680,069","5,814,904","145,107","-23,954,267","-10,207,108","20,948,811","416,977","3,765,395","-5,115,020",,"1,661,706","47,777","484,508","639,557","-657,616",,,"7,007,672"
19,	GainOnSaleOfSecurity,"81,327","-878,658","-198,576","-246,436","30,451","1,272,601","63,493","-232,191","-1,757,387",,"-1,402,684",,"-332,610",,,,,,,
20,	EarningsFromEquityInterest,,,,,,,0,"12,810,696","-552,931",,,,,,,,,,,
21,	SpecialIncomeCharges,"-7,035,120","3,929,047","3,878,645","6,061,340","114,656","-25,226,868","-10,270,601","8,370,306","2,727,295","3,765,395","-3,712,336",,"1,994,316",,,,"-657,616",,,"3,213,599"
22,		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,"657,616",,,
23,		ImpairmentOfCapitalAssets,"10,729,587","500,000","4,498,066",,0,"13,823,514","15,000,000","1,244,946",,,,,,,,,,,,"480,868"
24,		OtherSpecialCharges,,,,,,"6,533,426",,,,"-3,765,395","238,011",,"396,250",,,,,,,
25,		GainOnSaleOfPPE,"3,694,467","4,429,047","8,376,711","6,061,340","114,656","-4,869,928","4,729,399","9,615,252","2,727,295",,"-3,474,325",,"2,390,566",,,,,,,
26,PretaxIncome,"-8,354,508","1,551,122","-1,477,532","-26,284,620","-59,899,784","-56,065,967","32,310,121","43,446,375","24,268,496","26,739,516","15,610,496","7,628,630","28,464,472","19,254,594","23,689,118","16,142,568","6,043,631","5,810,896","-1,750,862","-986,413"
27,TaxProvision,"-1,476,165","3,764,242","17,469,277","-2,756,646","-13,382,988","-13,577,122","10,315,224","6,879,698","6,561,468","8,411,270","-1,396,153","-3,778,826","2,933,943","1,041,000","3,051,000","2,080,000","-298,300","1,552,500","-548,000","-1,600,197"
28,NetIncomeCommonStockholders,"-7,771,157","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,413,357","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","414,549"
29,	NetIncome,"-7,771,157","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,413,357","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","414,549"
30,		NetIncomeIncludingNoncontrollingInterests,"-7,771,157","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,328,246","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","414,549"
31,			NetIncomeContinuousOperations,"-6,878,343","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,328,246","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","613,784"
32,			NetIncomeDiscontinuousOperations,"-892,814",,,,,,,,,,,,,,,,,,,"-199,235"
33,		MinorityInterests,,,,,,,,,0,"85,111",,,,,,,,,,
34,DilutedNIAvailtoComStockholders,"-7,771,157","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,413,357","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","414,549"
35,BasicEPS,-0.15,-0.04,-0.33,-0.41,-1.01,-1.1,0.63,1.24,0.63,0.66,0.63,0.46,1.08,0.81,0.93,0.67,0.35,0.25,-0.08,
36,DilutedEPS,-0.15,-0.04,-0.33,-0.41,-1.01,-1.1,0.63,1.23,0.63,0.65,0.63,0.46,1.07,0.81,0.92,0.66,0.34,0.25,-0.08,
37,BasicAverageShares,"52,580,347","56,229,355","58,230,273","57,862,441","46,233,250","38,463,644","34,802,115","29,463,009","28,175,235","27,867,775","26,858,224","24,641,854","23,581,281","22,485,919","22,191,525","20,988,907","18,119,803","17,033,584","15,035,775",
38,DilutedAverageShares,"52,580,347","56,229,355","58,230,273","57,862,441","46,233,250","38,463,644","35,157,742","29,625,564","28,233,412","28,279,801","26,990,955","24,675,798","23,949,355","22,485,919","22,432,737","21,306,921","18,652,738","17,033,584","15,035,775",
39,TotalOperatingIncomeAsReported,,,,,,,,,,"25,070,823","9,374,677",,"28,479,939","19,320,188","23,274,708","16,142,568","6,206,631","5,108,896","653,340",
40,TotalExpenses,"232,026,349","359,620,955","321,084,668","271,089,738","206,493,394","315,420,262","474,716,933","353,376,570","274,635,316","234,992,548","182,787,241","106,847,898","137,526,695","96,227,660","76,071,501","53,340,047","36,881,182","30,229,315","14,460,604","208,432,697"
41,NetIncomeFromContinuingAndDiscontinuedOperation,"-7,771,157","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,413,357","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","414,549"
42,NormalizedIncome,"-1,155,371.361","-4,455,155.915","-21,651,659.715","-28,732,313.08","-46,629,544.139","-24,331,510.614","28,945,937.548","29,714,384.17","16,998,995.16","15,832,417.022","20,689,463.4","11,407,456","24,040,101.451","18,213,594","20,638,118","14,062,568","6,736,500.6","4,258,396","-1,202,862","-1,363,171.6"
43,InterestIncome,,,,,,,,,,,,0,"47,074",,,,,,,
44,InterestExpense,"3,108,845","3,935,073","1,208,344","2,010,678","1,952,106","3,471,589","4,232,462","4,789,168","3,232,978","2,096,702","712,831","215,652","62,541",,,,,,,"2,940,816"
45,NetInterestIncome,"-3,108,845","-3,935,073","-1,208,344","-2,010,678","-1,952,106","-3,471,589","-4,232,462","-4,789,168","-3,232,978","-2,096,702","-712,831","-215,652","-15,467",,,,,,,"-2,940,816"
46,EBIT,"-5,245,663","5,486,195","-269,188","-24,273,942","-57,947,678","-52,594,378","36,542,583","48,235,543","27,501,474","28,836,218","16,323,327","7,844,282","28,527,013","19,320,188","23,274,708","16,142,568","6,965,267","5,113,206","628,359","1,954,403"
47,EBITDA,,,,,,,,,,,,,,,,,,,,"32,205,444"
48,ReconciledCostOfRevenue,"201,697,504","309,608,296","276,249,509","235,687,393","172,495,460","275,631,998","414,570,044","307,680,358","238,167,915","201,250,946","146,268,820","81,796,156","108,614,714","73,213,428","59,873,380","41,335,972","27,400,521","21,989,102","9,852,405","176,335,589"
49,ReconciledDepreciation,"31,529,892","43,385,287","39,738,406","41,620,740","49,752,222","48,283,328","32,127,926","24,403,158","21,335,874","16,171,041","12,119,505","11,110,237","9,160,340","7,165,115","6,190,325","5,089,049","4,007,341","2,666,595","1,727,140","30,251,041"
50,NetIncomeFromContinuingOperationNetMinorityInterest,"-6,878,343","-2,213,120","-18,946,809","-23,527,974","-46,516,796","-42,488,845","21,994,897","36,566,677","17,707,028","18,413,357","17,006,649","11,407,456","25,530,529","18,213,594","20,638,118","14,062,568","6,341,931","4,258,396","-1,202,862","613,784"
51,TotalUnusualItemsExcludingGoodwill,"-6,953,793","3,050,389","3,680,069","5,814,904","145,107","-23,954,267","-10,207,108","8,138,115","969,908","3,765,395","-5,115,020",,"1,661,706",,,,"-657,616",,,"3,294,926"
52,TotalUnusualItems,"-6,953,793","3,050,389","3,680,069","5,814,904","145,107","-23,954,267","-10,207,108","8,138,115","969,908","3,765,395","-5,115,020",,"1,661,706",,,,"-657,616",,,"3,294,926"
53,NormalizedEBITDA,"33,238,022","45,821,093","35,789,149","11,531,894","-8,340,563","19,643,217","78,877,617","64,500,586","47,867,440","41,241,864","33,557,852","18,954,519","36,025,647","26,485,303","29,465,033","21,231,617","11,630,224","7,779,801","2,355,499","28,910,518"
54,TaxRateForCalcs,0.177,0.265,0.265,0.105,0.223,0.242,0.319,0.158,0.27,0.315,0.28,0.29,0.103,0.054,0.129,0.129,0.4,0.267,0.313,0.4
55,TaxEffectOfUnusualItems,"-1,230,821.361","808,353.085","975,218.285","610,564.92","32,358.861","-5,796,932.614","-3,256,067.452","1,285,822.17","261,875.16","1,184,455.022","-1,432,205.6",0,"171,278.451",0,0,0,"-263,046.4",0,0,"1,317,970.4"
